Company Name,State,JAN - DEC 2014,JAN - DEC 2013,DEC 2014,DEC 2013,JAN - DEC 2013,Email
PS PROMOTIONS,TX,"$5,423","$2,856",$0,$0,"$2,856",CS@TEXASPROMO.COM
"PUCKETTPRO, INC.",TX,$613,$0,$0,$0,$0,DAN@PUCKETTPRO.COM
PYRON'S PRINTING,TX,$0,$652,$0,$0,$652,printing@pyrons.com
QSP PROMOTIONAL ADVERTISING,TX,$802,$0,$0,$0,$0,tedw@promogear.net
QTI APPAREL & PROMOTIONS,TX,"$1,645",$311,$0,$311,$311,lhunt@qtipromo.com; rcox@qtipromo.com
QUACKERBOX CREATIONS,TX,"$1,277","$1,292",$0,$0,"$1,292",COACHLD1@YAHOO.COM
QUALITY CUSTOM PRODUCTS,TX,$0,$356,$0,$0,$356,annmccullough@mac.com
"QUALITY GRAPHICS, INC",TX,$703,$0,$0,$0,$0,becky@qualigraphics.com
QUEST PROMOTIONS,TX,$0,$0,$0,$0,$0,
"R & C PRINTING CO, INC",TX,$822,$0,$0,$0,$0,jack@rc-printing.com
R.G. ENTERPRISE,TX,"$1,176","$4,609",$0,$137,"$4,609",RUBEN.RGENTERPRISES@GMAIL.COM
RAINBOW ADV. & EMBROIDERY,TX,$0,$210,$0,$0,$210,NITA@RAINBOWADVERTISING.COM
RANCH ROAD DESIGN & PRINTING,TX,$851,$0,$0,$0,$0,KELSEY@RANCHROAD.COM
RAO COMPANY,TX,$671,$151,$0,$0,$151,PAUL@RAOCOMPANY.COM
RAYNOR & ASSOCIATES,TX,$0,$221,$0,$0,$221,G.RAYNOR@RAYNORASSOC.COM
READY PRINT,TX,$0,$0,$0,$0,$0,MAIL@READYPRINT.COM
"RECOGNITION CONCEPTS, INC.",TX,"$1,484",$0,$0,$0,$0,ap@saferemployees.com
RED DOG STUDIOS,TX,"$1,086",$0,$0,$0,$0,accounting@reddogstudios.com
RED LEAF PROMOTIONS,TX,$0,$485,$0,$0,$485,INFO@ REDLEAFPROMOS.COM
"RED PEPPER PRODUCTIONS, INC.",TX,$0,"$1,164",$0,$0,"$1,164",mail@redpepper.biz
REDMAN I AM PROMOTIONS,TX,$754,$0,$754,$0,$0,redmaniam@yahoo.com
REGENCY OFFICE & PROMOTIONAL,TX,$718,$569,$0,$0,$569,promo@regencynow.com
RELIANT BUSINESS PRODUCTS,TX,$752,$363,$401,$363,$363,amyw@rbp.com
REMEDY GRAPHICS,TX,$0,"$3,170",$0,$0,"$3,170",
REPUBLIC PRINT AND MAIL,TX,$0,$0,$0,$0,$0,barry@republicprint.com
RESOURCE PRINT MANAGEMENT,TX,$0,$0,$0,$0,$0,
RESULTS ONLINE INC.,TX,"$4,689","$1,256",$0,$851,"$1,256",mark@resultsonlineinc.com
RICK OLSON ADVERTISING,TX,"$1,162",$0,$0,$0,$0,rick@rickolsonadv.com
RICOCHET PROMOTIONS,TX,$129,$0,$0,$0,$0,dennis@ricochetpromotions.com
RI-JOOV SPECIALTIES,TX,$0,$0,$0,$0,$0,chris@ri-joovspecialties.com
RILEY CREATIVE GRP OF HOUSTON,TX,$0,$559,$0,$0,$559,AMBER@RILEYCREATIVEGROUP.COM
RISINGHILL MARKETING,TX,"$3,582","$2,780",$0,$0,"$2,780",sales@risinghillmarketing.com
RIVER CITY SPORTSWEAR,TX,$771,$0,$0,$0,$0,queen@rivercitysportswear.com
RMG APPAREL CORP.,TX,$0,$0,$0,$0,$0,ROSS@RMGCORP.NET
RMS,TX,$0,$170,$0,$0,$170,kristin.burgess@goRMS.com
ROBIN'S PROMOS,TX,$641,$0,$0,$0,$0,robinspromos@gmail.com
ROBINSON PRINTING GROUP LLC,TX,$275,$0,$275,$0,$0,dennis@robinsonprintinggroup.com
ROCCA PRODUCTIONS,TX,"$2,425","$5,210",$0,$0,"$5,210",VENDORRELATIONS@ROCCAPRODUCTIONS.COM; maria@roccaproductions.com
"RON MONTGOMERY & ASSOCIATES, I",TX,$426,$0,$0,$0,$0,lonnie@rmadirect.com
ROY LOWN INC.,TX,$638,$954,$221,$0,$954,ACCOUNTING@ROYLOWN.COM
RPV PRINTING INC,TX,$0,$477,$0,$477,$477,rpv@earthlink.net
RRC/ THE ROB RICHEY CO.,TX,$314,$249,$0,$0,$249,rob@rrcpromo.com
RT & ASSOC.,TX,$545,$0,$0,$0,$0,credit@rtandassociates.com
S & S PRINTING SERVICES,TX,$303,$483,$0,$0,$483,ssmith7038@att.net
S.H. GLOBAL PROMOTIONAL ADV,TX,$159,$0,$0,$0,$0,klreese@sbcglobal.net
SAFEGUARD,TX,$115,$0,$0,$0,$0,rich.nance@verizon.net
SAFEGUARD,TX,$0,$194,$0,$0,$194,michelle@txpsg.com
SAFEGUARD BUSINESS SYSTEM,TX,$386,$0,$0,$0,$0,skirkland@gosafeguard.com
SAFEGUARD UNIVERSAL,TX,"$2,325","$2,510",$0,$0,"$2,510",NSILVA@SAFEGUARDUNIVERSAL.COM
"SAN SABA CAP, INC",TX,$734,$0,$0,$0,$0,john@sansabacap.com
SANTANA'S PROMOTIONS & SPEC,TX,$375,$0,$0,$0,$0,SANTANAPROMOTIONS@SBCGLOBAL.NET
SAUDER & DAUGHTER,TX,$0,$0,$0,$0,$0,DAVE@LOGOSONDISPLAY.COM
SCARBOROUGH SPECIALTIES,TX,"$1,539","$2,205",$0,$0,"$2,205",ACCOUNTING@SCARSPEC.COM
SCHAEFER & ASSOCIATES,TX,$0,$164,$0,$0,$164,claycsa@swbell.net
SCM PROMOS,TX,"$2,259","$1,409",$0,$0,"$1,409",office@scmpromos.com
SDB CREATIVE GROUP,TX,$0,$0,$0,$0,$0,DEONNE@SDBCREATIVEGROUP.COM
SELECTIONS PROMOTIONAL PRODUCT,TX,"$1,890","$2,057",$379,$0,"$2,057",gayle@selectpromo.net
SELLINGER'S POWER GOLF,TX,$112,$0,$0,$0,$0,dave@longdrivers.com
SHAMROCK BUSINESS SOLUTIONS,TX,"$1,037",$0,$0,$0,$0,brett.stephen@shamrockbusinesssolutions.com
SHAMROCK PROMOTIONS,TX,$308,$0,$0,$0,$0,evelynn@shamrockpromotions.com
SHARP IMPRESSIONS       TX,TX,$644,$377,$0,$-28,$377,CHET@SHARPIMP.COM
SHELBY'S SPECIALTIES,TX,"$1,908",$0,$0,$0,$0,info@shelbysspecialties.com
"SHELTON SPECIALTIES, INC.",TX,"$1,159",$544,$0,$0,$544,KTSHELTON@CABLEONE.NET
SHINE ON PROMOTIONS,TX,$0,$0,$0,$0,$0,SALES@SHINEONPROMOS.COM
SHIRTS CAPS AND MORE,TX,$0,$531,$0,$251,$531,JOEY@SHIRTSCAPSANDMORE.COM
SHIRTSMART LOGO APPAREL & PROM,TX,"$2,134",$0,$0,$0,$0,shirtsmart@gmail.com
SIGNDESIGN,TX,$260,$0,$0,$0,$0,amanda@signdesigngraphics.com
SILVERLEAF SERVICES,TX,$95,$0,$0,$0,$0,AHECKO@SBCGLOBAL.NET
SIMPLY WE,TX,"$4,353",$0,$0,$0,$0,simplyweinfo@aol.com
SIR SPEEDY PRINTING & MARKTG,TX,$0,$0,$-259,$0,$0,deanna@sirspeedy4092.com
SKIDDEM SCREENPRINTING,TX,$152,$0,$0,$0,$0,skiddem@ymail.com
SKSW,TX,$0,"$2,452",$0,$0,"$2,452",CCODY@SKSW.COM
"SLPC, INC. DBA SUNLINE PRODUCT",TX,$0,$339,$0,$0,$339,patrick@sunlineproducts.com
SMART PROMOTIONAL,TX,$260,$0,$0,$0,$0,SMARTPROMO@SBCGLOBAL.NET
SOLUTIONS ETC,TX,$236,$0,$0,$0,$0,mkosel@hot.rr.com
SOLUTIONS PRINTED,TX,"$2,800",$0,$0,$0,$0,lorie@solutionsprinted.com
SOUTH COAST PRINTING & PROMO.,TX,"$3,787","$4,504",$0,$0,"$4,504",TOMI@SOUTHCOASTPRINTING.COM
SOUTHWEST DATA CORPORATION **,TX,$165,$0,$0,$0,$0,CSHAW@SOUTHWESTDATACORP.COM
SOUTHWEST PRECISION PRINTERS,TX,$724,$0,$0,$0,$0,cmartin@swpp.com;
SOUTHWEST SALES PROMOTIONS CO,TX,"$2,757","$3,136",$0,$425,"$3,136",ed@PROMOAGENCY.NET
SOUTHWEST SPECIALTIES,TX,$466,"$1,621",$0,$0,"$1,621",swspecial@sbcglobal.net
SPEAR ONE PRODUCTIONS,TX,$701,$0,$701,$0,$0,CLACOSSE@SPEARONE.COM;smorley@spearone.com
SPECIAL AFFEX,TX,$780,"$1,429",$0,$0,"$1,429",kspencer@specialaffex.com
SPECIAL TEES,TX,$252,"$1,874",$0,$0,"$1,874",regan.walker@sbcglobal.net
SPECIALTY ADVERTISERS,TX,$829,$0,$0,$0,$0,accounting@specialtyadvertisers.com
SPECTRUM CORP,TX,$956,$262,$0,$0,$262,amye@specorp.com
SPECTRUM PRINTING & PROMOTIONS,TX,"$9,102","$9,185",$0,$198,"$9,185",paula@spectrumprinting.biz; holli@spectrumprinting.biz; jenny@spectrumgroupusa.com
SPINNER PRINTING,TX,$992,$0,$0,$0,$0,SURIAS@SPINNERPRINTING.COM
SPIRIT SUPPLY STORE,TX,$0,$0,$0,$0,$0,INFO@SPIRITSUPPLY.COM
SPORTS PRODUCTIONS,TX,$0,$397,$0,$0,$397,hymes.perkins@sbcglobal.net
SPOTFROG,TX,"$4,174","$1,857",$273,$0,"$1,857",SALES@SPOTFROG.COM
"STANLEY M. DAVID & ASSOC.,INC.",TX,"$3,669","$1,947",$0,$0,"$1,947",nancy@smdavid.com
STAR BUSINESS PRODUCTS,TX,$0,$333,$0,$0,$333,susanltipton@comcast.net
STAR PROMOTIONAL PRODUCTS,TX,$454,$0,$0,$0,$0,MONA-FINCH@STARPROMOTIONAL.COM
STEVENS SPECIALTIES,TX,$461,$0,$0,$0,$0,PBS6176@AOL.COM
STEWARD PROMO & PACKAGING,TX,$199,$0,$0,$0,$0,michelle@stewardprinting.com
STEWART PROMOTIONAL PRODUCTS,TX,$0,$0,$0,$0,$0,SPP1@SBCGLOBAL.NET
STINGRAY WORLDWIDE,TX,"$1,021",$0,$635,$0,$0,JULIE@SARWMAIL.COM; TARA@SARWMAIL.COM
STITCH GALLERY,TX,$0,$-452,$0,$0,$-452,stitchgallery@sbcglobal.net
STONE ENTERPRISES,TX,$182,$0,$0,$0,$0,DONSTONE13@HOTMAIL.COM
STOUTIMAGES,TX,$0,$394,$0,$0,$394,customercare@stoutimagesinc.com
"STS SALES, CO.",TX,$0,$0,$0,$0,$0,
"SUNBELT BUSINESS GRAHICS, INC",TX,$0,$0,$0,$0,$0,bwarlick@xpedientmail.com
SUPERIOR IMAGE SPORTSWEAR,TX,$0,$0,$0,$0,$0,shirtman@charter.net
SUREFIRE PROMOTIONS,TX,$0,$0,$0,$0,$0,staceylsherman@msn.com
SWAG NECESSITIES,TX,$0,$0,$0,$0,$0,JACKIE@SWAGNECESSITIES.COM
SWAGHOUND.COM,TX,$0,$550,$0,$0,$550,sales@swaghound.com
T SHIRT WORKS,TX,$302,$0,$0,$0,$0,art@tshirtworks.net
T WEAVER ENTERPRISES,TX,$576,$456,$0,$0,$456,BEVERLYBAWCOM@WPROMOTIONS.NET
T. KAYOE SCREENPRITING & EMBRO,TX,$0,$0,$0,$0,$0,INFO@TKAYOE.COM
TAABS PRINTING,TX,$0,$0,$0,$0,$0,SALES@TAABSINK.COM
"TAG MARKETING, LTD.",TX,"$4,474",$0,$0,$0,$0,vince@tagmarketing.net
TAM PROMOTIONS,TX,$252,$0,$0,$0,$0,MCandTJWinders@aol.com
TAT COMPANY,TX,"$1,869",$0,$0,$0,$0,alders@hotmail.com; tim.alders@tatcompany.com
TBA PROMOTIONS,TX,$463,$0,$0,$0,$0,tony@imagesadded.com
TCB SPECIALTIES,TX,"$1,322",$0,$335,$0,$0,CKANE@TCBSPECIALTIES.COM
"TCW DESIGN, INC.",TX,$0,$0,$0,$0,$0,texchile@aol.com
TEAM T,TX,$99,$0,$0,$0,$0,jessica@tapercom.com
TECHNOLOGY MEDIA GROUP,TX,$229,"$1,770",$0,$0,"$1,770",accounting@tmguniverse.com
"TEJAS OFFICE PRODUCTS, INC",TX,$0,$0,$0,$0,$0,lisab@tejasoffice.com
"TEKNA THERMOGRAFIX, LLC",TX,$175,$0,$0,$0,$0,omar.cantu@tekna-impact.com
TEX STYLES,TX,$253,$0,$0,$0,$0,angelique@texstyles.com
TEXAS ASSO. OF FREESTAND,TX,$465,$0,$0,$0,$0,lisa@tafec.org
TEXAS BRANDERS PRINTING & PROM,TX,$0,"$1,257",$0,$0,"$1,257",dcarr@txbranderspromo.com
TEXAS LAKE COUNTRY PROMOTIONS,TX,"$1,030",$568,$0,$0,$568,TLC-PROMO@SBCGLOBAL.NET
TEXAS SPORTSWEAR SPEC.,TX,"$5,959",$0,$0,$0,$0,GARY@TEXASSPORTSWEAR.NET
TEXPRINT,TX,$0,"$1,913",$0,$0,"$1,913",billing@texprint.com
THARP'S PRINTING SERVICES,TX,$0,$300,$0,$0,$300,THARPS@SUDDENLINKMAIL.COM
THE AD PLACE,TX,$0,$184,$0,$0,$184,susie@theadplace.com
THE BRAND COMPANY,TX,$203,$0,$0,$0,$0,becky@tbcpromotions.com
THE CAPRON CORPORATION,TX,$986,$0,$0,$0,$0,CELIA@CAPRONCORPORATION.COM
THE CLOWERS CO.,TX,"$1,318",$699,$0,$0,$699,tracy@clowerscompany.com
THE DANIEL GROUP,TX,$249,$0,$0,$0,$0,lori@loridaniel.com
THE DAVIS INCENTIVE GROUP,TX,$0,$0,$0,$0,$0,
THE DESIGN GROUP,TX,$596,$371,$0,$371,$371,SHAWN@TDGCREATIVE.COM
THE FINER THINGS,TX,"$3,814",$0,$177,$0,$0,orders@finerthingsonline.com
THE FOWLER GROUP INC,TX,$0,"$1,159",$0,$0,"$1,159",
THE IDEA SOURCE,TX,"$1,343","$2,628",$0,$735,"$2,628",MICHELLE@THEIDEASOURCE.COM
THE LARYAT COMPANY,TX,$500,$0,$0,$0,$0,laryat1@gmail.com
THE MCCRELESS COMPANY,TX,$812,$0,$0,$0,$0,J-PATTEON@SBCGLOBAL.NET
"THE MCKENNA GROUP, LLC.",TX,$0,$0,$0,$0,$0,JANICE@MCKENNAPLACE.COM
THE MERLYN COMPANY,TX,"$1,436",$0,$713,$0,$0,lindsay@themerlyncompany.com
THE ODEE COMPANY,TX,"$5,015","$2,563",$0,$0,"$2,563",accountspayable@odeecompany.com
"THE ORIGINAL IMAGE, INC.",TX,$0,$0,$0,$0,$0,IMAGE@SATX.RR.COM
THE OUTHOUSE DESIGN SCREENPRIN,TX,$281,$0,$0,$0,$0,jwicke@outhousemail.com
THE OVERALL OFFICE,TX,$0,$0,$0,$0,$0,
THE PAYTON GROUP SPECIALTY ADV,TX,$818,"$2,095",$0,$0,"$2,095",blair@thepaytongroup.com
THE PERFECT SOLUTION,TX,$0,$0,$0,$0,$0,
THE PERSONAL TOUCH,TX,$0,$417,$0,$0,$417,LYMI_SME@YAHOO.COM
THE PRESTIGIOUS MARK,TX,"$6,163","$4,440",$923,$0,"$4,440",SERVICE@THEPRESTIGIOUSMARK.COM
THE PROMO DUDE,TX,$281,$0,$0,$0,$0,JMAURER@THEPROMODUDE.COM
THE RICHEY COMPANY,TX,"$11,090","$6,321",$0,$0,"$6,321",art@richeycompany.com
THE SOURCE MARKETING PRODUCTS,TX,$529,$0,$0,$0,$0,LSAMBOL@THESOURCEMPS.COM
THE SPILLMAN GROUP,TX,$0,$0,$0,$0,$0,wspillman@thespillmangroup.com
THE TOTAL SOURCE/ DATA PRO  TX,TX,"$4,114","$1,506",$0,$235,"$1,506",susan@thetotalsource.net
THE VENTURE CORPORATION   TX,TX,$0,$0,$0,$0,$0,SHARLA@VENTUREPRINT.NET
THE YOU NAME IT SHOP,TX,$0,$0,$0,$0,$0,SALES@TYNIS.COM
THOMAS GRAPHICS,TX,$727,$0,$0,$0,$0,dawn@thomasgraphicsinc.com
THOMPSON PRINT SOLUTIONS,TX,"$8,529","$4,471",$0,$0,"$4,471",TD@THOMPSONPRINTSOLUTIONS.COM
THREADTECH,TX,$461,$0,$0,$0,$0,threadtech@att.net
"TI TROPHIES, INC",TX,$266,$0,$0,$0,$0,lynn@trophiesinc.com
TIC TOC                    TX,TX,"$11,785","$1,060",$0,$0,"$1,060",accounting@tictoc.com
"TIMA BRANDS, INC",TX,$312,$0,$0,$0,$0,markm@timabranding.com
TJ SANDERS GROUP,TX,"$1,038","$4,999",$0,$0,"$4,999",beverly@tjsanders.com
TLC ADCENTIVES LLC,TX,$164,$0,$0,$0,$0,TERRI@TLCADCENTIVES.COM
TMG SPORTSWEAR,TX,$0,$0,$0,$0,$0,LESLIE@TMGSPORTSWEAR.COM
TMJ ENTERPRISES,TX,$650,$398,$0,$0,$398,mae.dennison@sbcglobal.net
TMTA SERVICES,TX,$413,$0,$0,$0,$0,felicia@tmta.com; ann@texastrucking.com
TNT PROMOTIONS LLC,TX,$621,$862,$0,$0,$862,lynn@tntpromos.biz
TODAY'S PRINT RESOURCE,TX,$308,$431,$0,$0,$431,randy@todaysprintresource.com
TOM'S PINS.COM INC,TX,$211,$0,$0,$0,$0,pinman@tomspins.com
TOP 2 BOTTOMMARKETING,TX,$0,"$1,509",$0,$0,"$1,509",ED@TOP2BOTTOMMARKETING.NET
TOUCAN GRAPHICS,TX,$610,$968,$0,$283,$968,stan@toucangraphics.com
TRACERY'S CONCEPT & DESIGN,TX,$0,$0,$0,$0,$0,
TRADEMARKS PROMOTIONAL PROD.,TX,"$6,213","$2,415",$0,$339,"$2,415",tpp@tmpromos.com
TRANS GRAPHICS,TX,$0,$0,$0,$0,$0,DENNIS@TRANGRAPHICSINC.COM
TRANS TEXAS MULTIGRAPHX,TX,$0,$306,$0,$0,$306,
TREND BRAND SOLUTIONS,TX,$0,$146,$0,$0,$146,SALES@TRENDPROMO.COM; accounting@trendpromo.com
TRENDY EXPRESSIONS,TX,$51,$0,$0,$0,$0,trendyexpressions@verizon.net
TRIAD COMPANY,TX,$0,$0,$0,$0,$0,WILLIAMS@AMANYSTROM.COM
TUCKER LITHOGRAPHIC COMPANY IN,TX,"$1,693",$845,$0,$0,$845,Jeff@tuckerlithographic.com
TWIN EAGLE PROMOTIONS,TX,$0,$0,$0,$0,$0,twineaglepromo@sbcglobal.net
TYPE ON THINGS II,TX,$0,$359,$0,$0,$359,bowl7943pat@yahoo.com
U DAWG GRAPHICS,TX,$516,$0,$0,$0,$0,office@mo-coinc.com
"UB MARKETING, INC.",TX,$0,$627,$0,$0,$627,ubmktg@aol.com
"UNIFIED RESOURCES, INC.",TX,$360,$0,$0,$0,$0,yadams@urimarketing.com
"UNIFORMS ELITE, INC",TX,$0,$202,$0,$0,$202,sales@uniformselite.com
UNIQ GRAFIX,TX,$454,$0,$0,$0,$0,print@uniqgrafix.com
UNIQUE PRINTING & SPECIALTIES,TX,$0,$187,$0,$0,$187,
"UNIQUE SPIRIT COMPANY, LLC",TX,$784,$397,$0,$0,$397,USC.PRODUCTION@YAHOO.COM; uniquespirit227@gmail.com
UNIQUELY YOURS,TX,$0,$834,$0,$0,$834,uniquelyrs@sbcglobal.net
UNIVERSITY OF NORTH TEXAS,TX,"$9,154",$0,$0,$0,$0,invoices@untsystem.edu
"URBAN CIRCLE, LLC",TX,$0,$403,$0,$0,$403,ADMIN@TUCLLC.US
URMARKETEAM EVOLUTION MARKETIN,TX,$420,$0,$420,$0,$0,info@urmarketeam.com
USC PROMOS,TX,$0,$240,$0,$0,$240,usc.production@yahoo.com
USSERY PRINTING,TX,$0,$0,$0,$0,$0,NWASHINGTON@USSERYPRINTING.COM
UTOPIA BUSINESS PRODUCTS,TX,$621,$0,$0,$0,$0,david@utopiabp.com
UVS ENTERPRISES LLC,TX,$819,$0,$0,$0,$0,SALES@UVSPROMO.COM
VALLEY VIEW PRODUCTIONS,TX,$0,$899,$0,$0,$899,accounting@thetshirtguys.com
VANDERSLICE PROMOTIONS,TX,$948,$0,$0,$0,$0,brandon@vanderslicepromotions.com
"VECO PRINTING, INC.",TX,$0,$0,$0,$0,$0,j.sims@vecoprinting.com
VENUE PROMOTIONS,TX,$0,$0,$0,$0,$0,JANET@VENUE-PROMOTIONS.COM
VERBA HEALTHCARE PROMOTIONS,TX,$0,$842,$0,$0,$842,ap@goverba.com
VERNER ADVERTISING,TX,$0,$0,$0,$0,$0,
VESTIGE INTERNATIONAL,TX,"$1,457",$0,$0,$0,$0,crwash@sbcglobal.net
VGVISUALS,TX,$811,$0,$0,$0,$0,mjohnson@thevendorguide.com
VIATECH PUBLISHING SOLUTIONS,TX,"$14,004",$-393,$0,$0,$-393,rwhite@viatechpub.com; nshatko@viatechpub.com
VICKI DAVIS PROMOTIONS,TX,$219,$0,$0,$0,$0,vickidthatisme@yahoo.com
VICTORY DESIGNS,TX,$0,$0,$0,$0,$0,MFOX@VICTORYDESIGNSTX.COM; TARA@VICTORYDESIGNSTX.COM
VICTORY MARKETING SOLUTIONS,TX,$183,$937,$0,$192,$937,dj@victorypromo.com
VIELMA ASSOCIATEPRINT IT ON IT,TX,$0,$211,$0,$0,$211,JOSE@VIELMA-ASSOCIATES.COM
VISION II LLC,TX,$414,$0,$0,$0,$0,dorothycheatham@zoho.com
VISUAL EXCELLENCE,TX,$181,$0,$0,$0,$0,PAUL@VISUALEXC.COM
VISUAL MARKETING,TX,"$3,542","$1,715",$0,$156,"$1,715",tina@visualmktg.biz
VIVID IMPRESSIONS,TX,$0,$0,$0,$0,$0,sharon@vivimp.com
"W. M. MARTIN ADVERTISING, INC.",TX,$779,"$2,409",$0,$907,"$2,409",CS@WMMADV.COM
W.D. WEBB PRINTING SERVICES,TX,$0,$312,$0,$0,$312,wdwebb.printing@verizon.net
WALK THE WALK PROMOTIONS,TX,$175,$0,$0,$0,$0,june@walkthewalkpromotions.com
"WALKER ADVERTISING, INC.",TX,"$4,626",$991,$0,$0,$991,DIANNE@WALKERPROMO.COM
WALTER ALLAN STUDIO,TX,$807,$0,$351,$0,$0,WALTER@WALTERALLANSTUDIOS.COM
"WARDELL ENTERPRISES, INC.",TX,$287,$0,$0,$0,$0,
"WATERMARK GRAPHICS, INC",TX,"$1,535",$-28,$0,$0,$-28,michelle@watermarkgraphics.com
WATERMARK GRAPHICS-DO NOT USE,TX,$824,$0,$0,$0,$0,MICHELLE@WATERMARKGRAPHICS.COM
WAYNE ENTERPRISES INC.,TX,"$5,184","$1,516","$2,334",$0,"$1,516",dawn@wayne-ent.com;cindy@wayne-ent.com
WE'VE GOTCHA COVERED,TX,$473,$0,$0,$0,$0,GINGER@ASKGINGER.NET
WHATEVER! CUSTOM PROMO PRNTG,TX,$0,$375,$0,$0,$375,sheree@whateverpromo.com
WHITESTONE PRINTING,TX,$814,$0,$219,$0,$0,caroline@whitestoneprinting.com
WHOLESALE CAPS ETC.,TX,$195,$0,$195,$0,$0,wceorderdesk@att.net
WHOLESALE SERVOCES,TX,$0,$674,$0,$0,$674,RGOODIER@WT.NET
"WILDE ADVERTISING, INC.",TX,$0,$0,$0,$0,$0,CLAYHWILDE@AOL.COM
WILLIE'S T'S & EMBROIDERY,TX,$500,"$1,112",$0,$0,"$1,112",LINDA@GOTOWILLIES.COM
"WINGS SPORTSWEAR, INC.",TX,"$3,247","$1,085","$1,024",$673,"$1,085",becky.preshong@alamotees.com; tracy.holt@alamotees.com
WINSTAR INTERNATIONAL,TX,$558,$696,$0,$455,$696,jirwin@winstarllc.com
WINWIN LOGO PROMOTIONS,TX,$326,$940,$0,$0,$940,payables@winwinlogo.com; nmoehle@winwinlogo.com
"WORLDWIDE SPECIALTY ADV., INC.",TX,$0,"$1,255",$0,$10,"$1,255",CUSTOMERSERVICE@WSAPROMOS.COM
WORLDWIDE SUPPLY,TX,"$1,229",$690,$0,$690,$690,jessica.peek@getnoticedpromo.com
"WORTHY PROMOTIONS, INC",TX,$0,$83,$0,$0,$83,LINDA@WORTHYPROMOTIONS.COM
"WOUNDED FROG, LTD",TX,$374,"$1,647",$0,$0,"$1,647",DEBRA.F@WOUNDEDFROG.COM
WOW THE CROWD PROMOTIONS,TX,$513,$0,$0,$0,$0,daphne@wowthecrowdpromotions.com
XACT BUSINESS SOLUTIONS,TX,$0,"$1,154",$-277,$0,"$1,154",lparker@xactly.net
XACTXPRESSIONS,TX,$702,$0,$0,$0,$0,zucchini@xactx.com
XICO PRODUCTIONS,TX,$400,$0,$0,$0,$0,XICO667@AOL.COM; xicoproductions@aol.com
XPERT MEDIA MANAGEMENT,TX,$271,$0,$0,$0,$0,sales@xmmllc.com
YESS CORP.COM,TX,"$1,059",$0,$0,$0,$0,james@yesscorp.com
YOU NAME IT SPECIALTIES,TX,"$1,214","$3,552",$0,$0,"$3,552",INVOICES@YNIS.NET
YOUR IDEAS INC,TX,$0,$447,$0,$0,$447,
YOUR NAME HERE ADVERTISING,TX,$471,$0,$0,$0,$0,lisafjohnson@live.com
YOUR PROMO SPOT,TX,$0,$0,$0,$0,$0,MR.JUANDERFUL@YOURPROMOSPOT.COM
YPS GROUP,TX,$0,$369,$0,$0,$369,kcowes@findgreatpromoitems.com
Z PROMOTIONAL INC.,TX,$0,$0,$0,$0,$0,DEBBIE@ZPROZ.COM
ZAK PRODUCTS,TX,"$4,664","$2,285",$0,$0,"$2,285",jculberson@zakproducts.com
ZIMMERLY & CO INC,TX,$0,$0,$0,$0,$0,
ZION PROMOTIONAL PRODUCTS,TX,$331,$0,$0,$0,$0,derek@zionpromo.com; sales@zionpromo.com
ZIP SUPPLY,TX,$169,$0,$0,$0,$0,shannon@zipsuper.com
ZOOBY PROMOTIONAL,TX,$421,$302,$0,$0,$302,BRETT@ZOOBY-PROMOTIONAL.COM
TX,TOTAL:,"$1,045,599","$701,630","$49,865","$57,053","$701,630",
,GRAND TOTAL:,"$1,158,072","$770,818","$58,619","$61,609","$770,818",
12/31/2014,Page -1 of 1,,,,,,
,,,,,,,
,,,67%,,,,
